;min_price;max_price;mean_price;std_price;upward_price_variation;spread
2014-09-02;15.33;44.18;34.972;8.929;32.96;28.85
2014-09-03;17.99;40.46;31.457;6.734;33.17;22.47
2014-09-04;14.07;39.85;31.1;8.095;36.79;25.78
2014-09-05;19.08;47.03;35.422;7.797;38.97;27.95
2014-09-06;25.68;37.96;31.276;3.793;21.5;12.28
2014-09-07;16.71;39.68;27.791;6.181;29.1;22.97
2014-09-08;20.64;51.02;36.076;8.957;47.59;30.38
2014-09-09;25.49;48.66;38.306;7.297;36.77;23.17
2014-09-10;22.66;48.58;37.613;7.994;35.51;25.92
2014-09-11;23.04;48.11;38.51;8.57;34.01;25.07
2014-09-12;23.08;47.8;37.469;7.559;29.84;24.72
2014-09-13;15.26;37.04;30.019;5.84;30.36;21.78
2014-09-14;13.83;40.49;25.86;8.066;42.84;26.66
2014-09-15;14.32;49.95;37.005;11.96;44.29;35.63
2014-09-16;22.01;54.12;38.022;9.891;48.77;32.11
2014-09-17;13.95;49.0;33.605;10.217;55.63;35.05
2014-09-18;17.03;50.24;36.336;10.358;52.81;33.21
2014-09-19;23.08;50.86;41.153;8.674;39.38;27.78
2014-09-20;25.02;49.37;37.219;6.594;34.02;24.35
2014-09-21;14.24;39.01;28.899;6.235;33.66;24.77
2014-09-22;9.85;48.88;29.088;11.053;54.92;39.03
2014-09-23;23.03;69.3;39.876;12.489;68.23;46.27
2014-09-24;25.96;52.91;37.352;7.765;45.91;26.95
2014-09-25;25.07;53.98;36.393;9.012;43.46;28.91
2014-09-26;19.49;49.2;34.582;8.348;43.37;29.71
2014-09-27;25.7;43.95;32.364;4.569;30.16;18.25
2014-09-28;17.41;40.56;26.289;6.682;28.93;23.15
2014-09-29;22.61;63.24;40.736;12.153;63.63;40.63
2014-09-30;26.69;62.18;45.216;10.866;49.21;35.49
2014-10-01;30.32;69.45;48.192;11.495;54.7;39.13
2014-10-02;29.6;63.38;46.429;10.205;47.64;33.78
2014-10-03;21.04;51.93;31.8;8.149;45.95;30.89
2014-10-04;20.98;42.96;29.346;6.363;38.44;21.98
2014-10-05;20.93;47.76;31.001;6.63;34.83;26.83
2014-10-06;13.83;52.78;34.817;10.091;46.73;38.95
2014-10-07;12.76;44.02;29.796;9.022;47.55;31.26
2014-10-08;15.52;55.31;35.795;13.13;45.82;39.79
2014-10-09;13.46;57.44;32.598;11.348;55.0;43.98
2014-10-10;25.05;58.41;39.439;9.633;44.99;33.36
2014-10-11;27.14;48.43;34.435;5.401;31.95;21.29
2014-10-12;20.44;47.53;30.553;6.753;35.25;27.09
2014-10-13;13.83;57.74;37.553;11.943;49.9;43.91
2014-10-14;26.72;67.8;41.692;10.99;62.42;41.08
2014-10-15;24.08;61.63;42.72;11.51;50.16;37.55
2014-10-16;23.3;57.94;41.904;11.467;48.26;34.64
2014-10-17;24.92;55.1;40.301;10.132;44.34;30.18
2014-10-18;21.46;44.93;30.339;5.232;29.82;23.47
2014-10-19;6.21;32.72;14.748;6.31;36.59;26.51
2014-10-20;0.11;57.98;28.758;15.596;66.38;57.87
2014-10-21;12.94;48.93;32.135;8.417;33.81;35.99
2014-10-22;0.07;45.98;26.232;12.628;49.87;45.91
2014-10-23;16.06;60.31;40.924;13.892;55.01;44.25
2014-10-24;20.5;53.11;36.342;9.987;53.31;32.61
2014-10-25;17.28;52.57;31.793;9.307;51.38;35.29
2014-10-26;14.29;46.27;26.241;7.535;45.67;31.98
2014-10-27;13.6;62.07;33.1;13.876;58.45;48.47
2014-10-28;23.91;58.4;36.068;9.965;55.56;34.49
2014-10-29;21.48;69.96;43.302;13.021;59.88;48.48
2014-10-30;29.94;64.1;47.029;11.101;41.42;34.16
2014-10-31;26.66;49.34;37.166;7.322;40.34;22.68
2014-11-01;13.52;45.92;25.232;9.07;39.69;32.4
2014-11-02;9.96;30.92;16.722;5.805;22.76;20.96
2014-11-03;0.12;45.35;24.718;14.496;56.91;45.23
2014-11-04;5.61;62.19;32.645;15.868;65.82;56.58
2014-11-05;25.98;69.84;45.23;12.675;52.01;43.86
2014-11-06;30.21;77.92;49.152;13.754;56.75;47.71
2014-11-07;24.97;50.4;35.338;8.111;38.28;25.43
2014-11-08;14.69;51.91;27.822;8.884;41.09;37.22
2014-11-09;12.63;41.41;23.642;7.923;29.47;28.78
2014-11-10;23.91;53.53;40.78;11.506;33.06;29.62
2014-11-11;25.44;48.65;36.307;7.404;34.18;23.21
2014-11-12;14.6;68.13;40.378;14.162;56.81;53.53
2014-11-13;24.95;58.93;43.21;11.746;42.16;33.98
2014-11-14;25.35;47.91;36.566;7.855;35.08;22.56
2014-11-15;20.0;44.94;31.39;6.628;30.01;24.94
2014-11-16;13.92;40.0;26.306;8.105;37.37;26.08
2014-11-17;15.23;67.52;43.588;15.867;57.24;52.29
2014-11-18;26.66;63.3;46.094;12.393;39.58;36.64
2014-11-19;28.54;66.97;47.577;12.425;47.93;38.43
2014-11-20;30.09;61.47;46.596;10.863;43.26;31.38
2014-11-21;30.3;55.37;44.809;10.177;32.04;25.07
2014-11-22;29.83;45.39;34.366;4.413;24.02;15.56
2014-11-23;15.27;34.3;25.174;6.24;23.32;19.03
2014-11-24;12.26;63.34;40.032;16.585;54.96;51.08
2014-11-25;28.74;69.44;47.898;12.773;44.57;40.7
2014-11-26;28.48;56.42;43.505;10.628;34.73;27.94
2014-11-27;28.63;54.91;42.698;10.829;31.34;26.28
2014-11-28;14.43;42.04;31.331;8.49;35.52;27.61
2014-11-29;22.54;44.98;31.543;5.904;33.95;22.44
2014-11-30;22.23;40.26;30.514;5.168;20.57;18.03
2014-12-01;14.27;54.94;39.33;14.092;45.68;40.67
2014-12-02;29.84;77.52;51.495;14.435;56.29;47.68
2014-12-03;31.47;82.87;54.693;16.025;62.45;51.4
2014-12-04;33.5;87.97;55.481;16.222;58.22;54.47
2014-12-05;34.46;70.61;53.816;13.945;52.25;36.15
2014-12-06;30.82;59.96;42.882;9.692;31.49;29.14
2014-12-07;26.15;40.98;31.108;3.233;19.8;14.83
2014-12-08;17.76;61.36;41.602;13.328;46.84;43.6
2014-12-09;26.09;74.69;49.528;15.247;56.81;48.6
2014-12-10;10.44;59.3;33.012;12.376;50.67;48.86
2014-12-11;11.79;40.12;29.768;8.945;37.23;28.33
2014-12-12;13.88;44.95;29.909;8.52;39.79;31.07
2014-12-13;14.08;51.54;32.965;9.548;47.6;37.46
2014-12-14;26.32;44.68;34.122;5.674;27.14;18.36
2014-12-15;21.01;65.33;39.588;13.351;45.67;44.32
2014-12-16;30.08;60.99;45.752;11.257;36.83;30.91
2014-12-17;25.68;51.41;38.887;9.353;31.52;25.73
2014-12-18;6.36;45.4;29.588;10.255;29.56;39.04
2014-12-19;0.02;37.98;23.096;12.716;43.81;37.96
2014-12-20;-6.74;17.07;6.78;6.655;28.4;23.81
2014-12-21;-19.93;24.41;10.502;9.0;36.75;44.34
2014-12-22;-30.85;27.4;7.676;17.159;73.43;58.25
2014-12-23;-2.06;39.81;16.297;12.55;51.31;41.87
2014-12-24;-2.04;23.04;9.375;7.318;36.67;25.08
2014-12-25;-18.33;30.46;12.351;13.402;60.02;48.79
2014-12-26;21.9;48.08;33.197;7.807;33.89;26.18
2014-12-27;14.51;38.08;27.287;5.987;28.0;23.57
2014-12-28;15.03;50.69;30.365;12.244;49.68;35.66
2014-12-29;19.01;60.12;39.045;12.642;45.08;41.11
2014-12-30;23.29;55.66;37.775;10.11;34.28;32.37
2014-12-31;26.06;41.95;32.287;5.315;28.55;15.89
2015-01-01;0.04;26.9;16.31;5.806;16.53;26.86
2015-01-02;-46.97;25.1;4.453;18.633;73.26;72.07
2015-01-03;-8.67;49.82;18.255;17.25;64.93;58.49
2015-01-04;-3.18;29.74;12.981;11.838;37.4;32.92
2015-01-05;15.17;58.84;35.857;12.764;45.97;43.67
2015-01-06;26.97;45.96;33.879;5.621;28.02;18.99
2015-01-07;22.11;51.46;38.718;11.56;31.81;29.35
2015-01-08;14.93;38.34;28.48;7.965;35.34;23.41
2015-01-09;9.37;34.24;24.251;8.933;35.14;24.87
2015-01-10;5.08;18.87;12.862;3.385;23.24;13.79
2015-01-11;-25.02;14.88;1.103;9.39;58.91;39.9
2015-01-12;0.09;44.95;22.562;13.559;62.15;44.86
2015-01-13;9.27;42.16;24.805;10.12;43.99;32.89
2015-01-14;11.99;44.69;27.213;9.626;40.54;32.7
2015-01-15;12.01;34.79;25.367;6.731;33.92;22.78
2015-01-16;9.72;53.54;33.085;14.006;46.49;43.82
2015-01-17;24.5;44.9;31.499;5.352;27.94;20.4
2015-01-18;14.12;42.46;26.992;6.951;30.44;28.34
2015-01-19;27.76;56.49;42.578;10.086;40.88;28.73
2015-01-20;29.92;66.65;47.037;11.354;45.55;36.73
2015-01-21;31.08;58.39;44.988;9.826;38.38;27.31
2015-01-22;28.96;59.2;43.822;10.588;38.43;30.24
2015-01-23;28.78;57.68;42.37;10.003;35.73;28.9
2015-01-24;23.94;37.86;29.779;4.647;23.44;13.92
2015-01-25;19.04;40.96;28.275;6.308;31.37;21.92
2015-01-26;24.05;55.16;37.503;10.064;37.06;31.11
2015-01-27;16.31;50.65;32.937;9.771;37.41;34.34
2015-01-28;14.9;44.31;28.182;6.467;22.4;29.41
2015-01-29;9.21;41.35;26.238;9.962;38.83;32.14
2015-01-30;23.89;49.51;38.238;9.652;35.49;25.62
2015-01-31;24.95;44.31;29.815;5.538;22.3;19.36
2015-02-01;24.26;37.74;29.229;3.876;23.96;13.48
2015-02-02;26.19;58.95;42.378;10.845;44.17;32.76
2015-02-03;28.05;65.52;45.53;12.288;52.77;37.47
2015-02-04;30.06;75.87;48.283;12.76;63.93;45.81
2015-02-05;29.01;63.79;44.04;9.795;42.87;34.78
2015-02-06;27.73;54.95;39.298;8.703;44.6;27.22
2015-02-07;9.56;42.1;26.914;7.109;27.62;32.54
2015-02-08;-9.95;39.55;12.442;15.136;66.63;49.5
2015-02-09;9.81;44.57;27.555;10.084;38.15;34.76
2015-02-10;25.19;84.94;44.179;14.351;71.15;59.75
2015-02-11;30.52;81.37;48.324;13.49;69.87;50.85
2015-02-12;31.67;72.0;48.384;12.46;70.85;40.33
2015-02-13;29.05;58.25;38.7;8.917;42.93;29.2
2015-02-14;26.95;44.98;32.665;4.682;26.89;18.03
2015-02-15;23.69;40.04;29.428;3.951;22.46;16.35
2015-02-16;25.35;54.15;35.531;8.423;46.62;28.8
2015-02-17;29.09;62.51;42.945;9.823;45.7;33.42
2015-02-18;29.75;58.85;43.197;10.259;44.06;29.1
2015-02-19;27.44;50.45;38.144;8.012;36.5;23.01
2015-02-20;22.85;49.1;30.777;6.88;32.55;26.25
2015-02-21;24.88;49.15;30.342;6.789;26.65;24.27
2015-02-22;25.05;49.85;33.525;6.478;46.05;24.8
2015-02-23;11.9;53.0;31.68;11.414;43.81;41.1
2015-02-24;23.9;54.95;34.641;9.347;45.81;31.05
2015-02-25;28.68;68.34;44.275;10.711;51.19;39.66
2015-02-26;27.03;55.64;37.297;8.563;41.41;28.61
2015-02-27;26.72;64.06;38.864;9.43;46.83;37.34
2015-02-28;15.13;44.77;29.508;6.781;35.12;29.64
2015-03-01;-5.08;25.69;10.747;9.294;47.46;30.77
2015-03-02;12.0;47.44;26.742;9.941;50.12;35.44
2015-03-03;8.4;57.69;27.211;12.943;60.93;49.29
2015-03-04;15.37;47.48;26.135;8.855;54.57;32.11
2015-03-05;24.02;68.5;36.368;12.431;60.66;44.48
2015-03-06;26.05;62.0;39.944;10.009;53.19;35.95
2015-03-07;22.5;45.78;28.678;6.386;32.49;23.28
2015-03-08;12.88;44.17;22.48;9.695;47.9;31.29
2015-03-09;25.68;65.97;38.93;11.297;66.2;40.29
2015-03-10;27.75;65.18;37.895;9.857;59.74;37.43
2015-03-11;25.93;66.45;34.855;10.444;59.48;40.52
2015-03-12;29.44;62.0;39.462;9.849;58.89;32.56
2015-03-13;27.02;52.04;36.668;7.936;47.69;25.02
2015-03-14;24.39;43.4;31.948;5.05;30.91;19.01
2015-03-15;22.43;42.48;27.548;5.376;32.63;20.05
2015-03-16;21.45;56.51;30.844;9.769;55.23;35.06
2015-03-17;22.17;55.64;31.932;9.255;51.86;33.47
2015-03-18;27.42;60.04;36.435;9.092;52.79;32.62
2015-03-19;28.16;65.67;37.231;10.164;59.17;37.51
2015-03-20;25.73;55.0;35.302;8.538;66.31;29.27
2015-03-21;23.42;39.94;30.968;3.876;27.51;16.52
2015-03-22;15.15;46.01;25.984;8.509;49.88;30.86
2015-03-23;28.07;75.61;41.195;12.864;75.49;47.54
2015-03-24;31.09;98.05;48.278;15.006;80.97;66.96
2015-03-25;27.98;65.96;39.541;9.679;55.51;37.98
2015-03-26;25.4;53.87;40.732;10.192;37.84;28.47
2015-03-27;26.5;46.49;33.688;6.281;35.18;19.99
2015-03-28;11.71;38.39;27.062;5.637;26.81;26.68
2015-03-29;-0.08;24.43;12.133;6.34;32.95;24.51
2015-03-30;-20.07;43.54;16.052;18.0;89.92;63.61
2015-03-31;-7.5;27.29;17.847;7.976;26.63;34.79
2015-04-01;-8.1;33.99;19.102;11.312;79.6;42.09
2015-04-02;19.9;48.3;32.246;9.195;45.52;28.4
2015-04-03;11.95;40.49;23.708;8.757;37.27;28.54
2015-04-04;24.45;33.21;27.982;3.196;16.74;8.76
2015-04-05;12.0;39.06;25.402;7.386;33.09;27.06
2015-04-06;15.35;37.99;25.843;5.366;27.45;22.64
2015-04-07;25.9;55.26;36.366;9.161;56.32;29.36
2015-04-08;28.23;58.24;41.982;9.469;46.19;30.01
2015-04-09;30.47;69.03;42.37;12.389;67.65;38.56
2015-04-10;26.43;54.25;35.525;8.779;47.02;27.82
2015-04-11;15.05;34.02;23.555;5.124;19.4;18.97
2015-04-12;-79.94;31.93;-0.798;30.494;144.83;111.87
2015-04-13;-41.74;52.32;21.174;23.162;113.75;94.06
2015-04-14;23.5;53.84;32.567;8.378;44.21;30.34
2015-04-15;12.3;44.97;26.962;9.487;52.25;32.67
2015-04-16;24.99;52.0;34.293;9.426;51.17;27.01
2015-04-17;27.72;54.9;37.291;8.169;43.45;27.18
2015-04-18;11.94;43.94;26.859;8.342;39.6;32.0
2015-04-19;10.1;39.64;23.27;7.943;33.44;29.54
2015-04-20;22.71;50.04;32.694;8.453;48.63;27.33
2015-04-21;14.94;46.92;30.413;8.664;49.35;31.98
2015-04-22;22.06;50.44;35.7;9.658;49.2;28.38
2015-04-23;25.07;46.47;34.714;7.26;39.78;21.4
2015-04-24;25.2;47.44;33.413;7.368;38.45;22.24
2015-04-25;21.68;33.23;26.615;3.59;18.38;11.55
2015-04-26;16.3;34.97;22.969;5.621;24.41;18.67
2015-04-27;23.06;48.57;35.035;7.644;34.74;25.51
2015-04-28;25.13;57.79;37.132;9.371;45.36;32.66
2015-04-29;25.4;44.94;32.37;6.766;35.78;19.54
2015-04-30;25.26;44.99;34.976;6.725;35.37;19.73
2015-05-01;19.09;28.7;23.207;2.9;16.19;9.61
2015-05-02;17.68;37.95;26.105;6.501;27.25;20.27
2015-05-03;12.03;22.97;17.125;3.457;18.89;10.94
2015-05-04;4.89;42.45;30.854;12.579;44.12;37.56
2015-05-05;13.91;35.22;26.774;6.484;31.53;21.31
2015-05-06;14.92;42.0;26.0;7.936;45.17;27.08
2015-05-07;11.3;47.65;27.865;11.364;52.37;36.35
2015-05-08;22.05;39.33;29.879;5.224;30.09;17.28
2015-05-09;7.99;22.06;17.28;3.863;19.43;14.07
2015-05-10;-14.93;28.01;2.39;14.886;63.77;42.94
2015-05-11;15.02;42.11;29.242;8.378;40.84;27.09
2015-05-12;17.94;45.44;29.364;7.347;38.3;27.5
2015-05-13;16.17;37.21;26.399;7.038;35.65;21.04
2015-05-14;16.26;27.39;20.21;3.568;14.26;11.13
2015-05-15;19.63;39.92;30.577;6.562;39.92;20.29
2015-05-16;13.93;26.37;20.492;3.698;13.6;12.44
2015-05-17;-2.92;30.98;12.266;9.297;44.88;33.9
2015-05-18;17.8;44.45;30.081;7.759;39.78;26.65
2015-05-19;15.97;39.21;28.748;7.118;36.39;23.24
2015-05-20;21.08;56.11;34.766;9.498;45.95;35.03
2015-05-21;23.77;49.97;33.992;6.809;37.57;26.2
2015-05-22;23.74;40.72;31.19;5.029;26.62;16.98
2015-05-23;19.42;30.11;24.424;3.628;16.67;10.69
2015-05-24;14.78;29.99;19.717;4.21;20.35;15.21
2015-05-25;15.91;33.64;23.521;5.179;22.94;17.73
2015-05-26;22.47;50.73;33.198;7.807;35.22;28.26
2015-05-27;20.66;39.98;31.964;6.03;24.54;19.32
2015-05-28;23.77;38.0;30.493;5.186;27.9;14.23
2015-05-29;25.01;40.56;31.124;4.422;23.46;15.55
2015-05-30;14.51;34.94;21.547;6.866;28.76;20.43
2015-05-31;10.14;22.09;15.304;3.064;15.77;11.95
2015-06-01;11.16;43.98;31.438;10.979;38.77;32.82
2015-06-02;15.44;31.72;22.03;4.826;26.37;16.28
2015-06-03;4.89;43.48;27.75;11.821;53.17;38.59
2015-06-04;18.73;37.79;28.929;6.194;27.54;19.06
2015-06-05;20.13;45.14;29.612;7.25;40.63;25.01
2015-06-06;18.01;32.76;23.629;4.759;25.77;14.75
2015-06-07;9.73;32.39;18.013;6.66;31.8;22.66
2015-06-08;16.22;44.91;30.636;7.92;36.38;28.69
2015-06-09;17.34;47.01;33.782;8.692;33.44;29.67
2015-06-10;23.05;41.96;32.43;5.587;29.7;18.91
2015-06-11;24.02;45.97;35.757;7.113;34.29;21.95
2015-06-12;24.89;44.92;35.202;6.287;31.58;20.03
2015-06-13;21.82;31.43;26.506;2.886;17.84;9.61
2015-06-14;10.24;31.97;18.49;6.369;29.57;21.73
2015-06-15;16.0;40.54;31.903;8.683;37.66;24.54
2015-06-16;24.42;50.97;37.466;8.383;37.18;26.55
2015-06-17;22.56;43.21;31.361;6.202;33.95;20.65
2015-06-18;22.91;40.64;32.575;5.56;29.02;17.73
2015-06-19;23.72;41.8;32.397;5.235;30.68;18.08
2015-06-20;20.09;36.17;28.078;4.594;29.75;16.08
2015-06-21;15.33;37.88;23.467;7.197;35.67;22.55
2015-06-22;18.88;43.72;33.252;8.089;32.25;24.84
2015-06-23;24.87;42.28;31.866;5.381;25.96;17.41
2015-06-24;17.94;39.04;30.588;5.947;29.16;21.1
2015-06-25;26.1;48.96;36.465;6.223;35.82;22.86
2015-06-26;28.91;45.05;36.268;4.453;26.92;16.14
2015-06-27;24.07;35.48;29.379;3.819;21.45;11.41
2015-06-28;14.3;38.92;20.985;8.758;29.68;24.62
2015-06-29;25.34;47.62;36.125;6.632;34.88;22.28
2015-06-30;27.52;46.79;35.554;5.778;30.78;19.27
2015-07-01;27.7;42.58;33.58;5.186;28.13;14.88
2015-07-02;26.07;48.26;33.897;6.99;38.93;22.19
2015-07-03;29.18;60.0;44.76;10.893;57.14;30.82
2015-07-04;27.58;44.14;33.62;5.349;29.82;16.56
2015-07-05;22.72;39.98;28.279;4.454;19.49;17.26
2015-07-06;15.51;65.05;37.053;15.256;69.72;49.54
2015-07-07;34.92;65.0;49.016;8.746;45.39;30.08
2015-07-08;15.84;41.2;29.572;7.663;40.78;25.36
2015-07-09;20.55;40.46;28.702;5.653;35.02;19.91
2015-07-10;22.11;50.17;32.143;8.396;40.44;28.06
2015-07-11;27.1;45.42;33.214;5.623;26.32;18.32
2015-07-12;19.42;39.99;27.9;6.079;24.19;20.57
2015-07-13;24.79;52.87;40.977;8.935;33.49;28.08
2015-07-14;26.4;60.15;41.614;9.845;43.35;33.75
2015-07-15;30.01;59.29;47.726;9.386;53.91;29.28
2015-07-16;31.29;56.14;45.587;8.031;38.78;24.85
2015-07-17;29.76;47.09;38.048;6.602;34.17;17.33
2015-07-18;30.71;46.94;37.635;5.398;28.91;16.23
2015-07-19;21.42;40.52;29.838;4.891;24.18;19.1
2015-07-20;22.63;56.0;41.768;10.987;38.31;33.37
2015-07-21;28.78;66.39;45.6;10.476;57.35;37.61
2015-07-22;31.82;56.92;46.701;7.661;33.54;25.1
2015-07-23;30.52;55.93;47.178;8.588;32.79;25.41
2015-07-24;32.43;56.91;45.499;7.834;27.92;24.48
2015-07-25;5.57;25.3;15.83;5.243;21.06;19.73
2015-07-26;-5.31;39.96;11.038;16.18;49.87;45.27
2015-07-27;15.85;44.98;31.114;8.878;37.51;29.13
2015-07-28;10.54;34.42;24.557;7.047;37.18;23.88
2015-07-29;15.5;37.93;27.402;7.072;30.84;22.43
2015-07-30;5.84;37.91;24.496;8.897;44.54;32.07
2015-07-31;16.18;45.44;30.523;8.274;42.89;29.26
2015-08-01;12.76;32.86;22.397;5.933;24.17;20.1
2015-08-02;9.2;33.02;17.287;6.891;26.24;23.82
2015-08-03;14.09;40.97;28.934;8.81;41.4;26.88
2015-08-04;19.08;40.27;33.199;6.43;29.02;21.19
2015-08-05;24.07;46.9;34.807;6.881;39.39;22.83
2015-08-06;23.02;48.92;34.445;7.627;39.88;25.9
2015-08-07;25.28;43.97;34.217;6.063;29.8;18.69
2015-08-08;22.14;35.26;28.285;4.113;21.69;13.12
2015-08-09;21.43;37.92;26.985;5.673;20.18;16.49
2015-08-10;23.04;43.8;34.314;6.199;29.75;20.76
2015-08-11;26.94;47.24;38.788;7.127;31.05;20.3
2015-08-12;26.94;45.29;37.588;6.376;28.61;18.35
2015-08-13;25.43;44.14;34.207;6.257;29.71;18.71
2015-08-14;17.06;39.07;30.47;7.152;35.98;22.01
2015-08-15;24.81;39.91;32.382;4.734;26.3;15.1
2015-08-16;24.98;37.98;30.068;3.325;19.63;13.0
2015-08-17;26.01;51.0;40.445;8.648;33.08;24.99
2015-08-18;22.1;45.92;37.576;7.766;28.06;23.82
2015-08-19;27.04;46.35;39.457;6.709;24.34;19.31
2015-08-20;24.75;44.57;37.35;6.629;24.9;19.82
2015-08-21;24.84;40.0;31.915;5.902;28.57;15.16
2015-08-22;16.26;40.62;27.522;7.154;37.83;24.36
2015-08-23;5.28;27.6;16.873;5.625;25.53;22.32
2015-08-24;16.0;45.02;30.913;10.003;33.9;29.02
2015-08-25;11.56;41.44;25.997;9.292;45.98;29.88
2015-08-26;19.27;44.66;29.307;7.102;39.14;25.39
2015-08-27;16.17;43.05;30.886;9.047;37.53;26.88
2015-08-28;27.8;51.78;41.003;8.521;37.48;23.98
2015-08-29;17.91;43.2;30.04;7.621;32.81;25.29
2015-08-30;17.33;40.98;26.599;7.038;26.92;23.65
2015-08-31;25.02;48.01;35.5;8.136;41.93;22.99
2015-09-01;25.04;49.93;39.135;8.457;31.62;24.89
2015-09-02;24.43;55.1;37.625;9.294;45.36;30.67
2015-09-03;26.65;52.02;40.756;8.411;33.81;25.37
2015-09-04;26.08;47.98;33.02;7.426;38.13;21.9
2015-09-05;12.85;27.82;19.738;4.946;25.07;14.97
2015-09-06;-29.93;28.99;1.515;15.177;64.99;58.92
2015-09-07;13.8;45.17;32.523;10.932;45.65;31.37
2015-09-08;24.47;47.08;35.47;7.43;41.6;22.61
2015-09-09;26.0;46.43;34.533;7.205;36.95;20.43
2015-09-10;25.03;47.03;33.749;7.506;38.04;22.0
2015-09-11;24.14;45.19;33.47;7.433;38.09;21.05
2015-09-12;17.99;41.3;30.628;6.309;41.6;23.31
2015-09-13;17.1;40.22;25.97;5.439;29.72;23.12
2015-09-14;16.12;44.93;33.908;10.484;32.11;28.81
2015-09-15;12.86;45.83;28.254;9.995;51.22;32.97
2015-09-16;16.81;52.06;33.926;9.957;39.6;35.25
2015-09-17;11.32;42.04;27.705;8.892;43.76;30.72
2015-09-18;18.61;51.16;36.468;10.937;48.09;32.55
2015-09-19;23.73;44.74;30.542;5.946;31.04;21.01
2015-09-20;15.72;38.03;21.884;7.495;27.92;22.31
2015-09-21;21.64;52.45;36.723;10.115;52.12;30.81
2015-09-22;18.56;44.99;33.438;7.199;31.33;26.43
2015-09-23;27.71;59.39;43.249;10.321;39.06;31.68
2015-09-24;24.08;44.94;32.022;7.022;38.66;20.86
2015-09-25;24.05;49.36;35.382;8.567;43.72;25.31
2015-09-26;27.34;47.97;32.944;6.08;37.03;20.63
2015-09-27;14.31;44.93;26.012;8.167;38.35;30.62
2015-09-28;20.16;54.99;34.468;10.977;62.64;34.83
2015-09-29;24.87;55.44;34.37;9.055;57.55;30.57
2015-09-30;26.66;58.0;37.015;10.114;58.71;31.34
2015-10-01;28.62;61.0;39.018;11.017;63.88;32.38
2015-10-02;28.65;60.0;37.98;9.818;57.36;31.35
2015-10-03;20.24;47.01;28.853;7.168;34.14;26.77
2015-10-04;24.0;46.99;31.183;6.65;30.59;22.99
2015-10-05;25.84;55.07;39.298;10.146;42.28;29.23
2015-10-06;23.06;48.08;37.227;9.18;32.77;25.02
2015-10-07;23.45;56.56;40.48;10.574;39.46;33.11
2015-10-08;27.95;72.7;47.141;12.494;57.1;44.75
2015-10-09;28.22;61.04;44.336;10.266;43.78;32.82
2015-10-10;23.55;43.97;33.645;5.933;33.41;20.42
2015-10-11;12.89;42.97;21.905;7.32;34.47;30.08
2015-10-12;19.47;66.87;34.835;12.863;71.11;47.4
2015-10-13;28.87;61.89;42.155;9.651;48.8;33.02
2015-10-14;27.75;63.06;44.702;12.182;48.33;35.31
2015-10-15;28.09;57.91;39.852;9.964;45.19;29.82
2015-10-16;28.06;66.23;47.338;13.286;49.07;38.17
2015-10-17;32.13;55.99;40.463;6.699;34.83;23.86
2015-10-18;29.03;56.05;37.478;7.051;36.57;27.02
2015-10-19;32.34;69.68;50.72;12.8;54.31;37.34
2015-10-20;29.86;66.98;48.403;12.764;50.55;37.12
2015-10-21;29.14;61.96;41.695;9.628;41.47;32.82
2015-10-22;23.98;46.95;37.206;8.273;28.34;22.97
2015-10-23;23.76;55.17;37.784;9.502;52.03;31.41
2015-10-24;24.09;44.98;32.807;5.591;31.16;20.89
2015-10-25;23.86;53.93;33.324;8.82;44.26;30.07
2015-10-26;29.08;55.0;39.522;8.615;44.34;25.92
2015-10-27;28.2;54.1;40.369;9.025;37.55;25.9
2015-10-28;29.08;69.74;42.196;10.532;53.67;40.66
2015-10-29;32.08;78.88;49.642;12.014;51.18;46.8
2015-10-30;34.02;55.0;43.196;7.415;28.3;20.98
2015-10-31;27.95;50.03;35.728;5.856;29.21;22.08
2015-11-01;24.42;51.54;31.572;8.981;32.24;27.12
2015-11-02;22.24;67.74;39.96;11.963;59.57;45.5
2015-11-03;29.84;67.19;41.645;10.663;55.23;37.35
2015-11-04;29.59;64.1;42.31;10.228;48.24;34.51
2015-11-05;31.47;70.38;43.968;11.431;56.55;38.91
2015-11-06;24.44;47.42;36.668;7.366;29.62;22.98
2015-11-07;11.93;41.81;29.45;7.561;31.11;29.88
2015-11-08;-16.06;48.4;20.639;18.612;67.35;64.46
2015-11-09;9.5;46.95;28.681;10.891;45.92;37.45
2015-11-10;4.49;54.94;28.843;13.109;65.17;50.45
2015-11-11;21.46;52.57;35.079;8.49;39.63;31.11
2015-11-12;21.02;69.49;36.446;12.508;56.89;48.47
2015-11-13;16.39;46.99;32.09;6.962;32.75;30.6
2015-11-14;10.54;44.55;20.691;9.841;40.24;34.01
2015-11-15;15.77;43.69;23.832;7.213;42.72;27.92
2015-11-16;20.4;46.42;30.512;6.895;31.98;26.02
2015-11-17;13.5;41.26;31.721;7.948;25.45;27.76
2015-11-18;-19.95;50.99;20.438;16.738;74.02;70.94
2015-11-19;5.15;38.96;24.845;10.063;45.63;33.81
2015-11-20;22.89;51.66;38.169;9.552;39.83;28.77
2015-11-21;22.04;44.4;29.739;6.327;25.77;22.36
2015-11-22;18.82;38.48;26.015;4.71;32.3;19.66
2015-11-23;23.65;99.77;49.426;20.375;100.08;76.12
2015-11-24;27.02;46.44;35.208;6.454;42.83;19.42
