;min_price;max_price;mean_price;std_price;upward_price_variation;spread
2020-05-13;19.97;43.68;29.758;6.974;30.73;23.71
2020-05-14;16.75;30.08;22.786;4.372;23.63;13.33
2020-05-15;17.03;27.97;21.084;3.401;18.84;10.94
2020-05-16;8.87;29.42;16.956;5.962;26.55;20.55
2020-05-17;-16.76;23.95;9.463;11.309;45.7;40.71
2020-05-18;12.85;31.9;19.742;5.861;36.01;19.05
2020-05-19;15.74;49.98;23.687;9.033;44.8;34.24
2020-05-20;20.67;57.0;32.052;12.31;72.64;36.33
2020-05-21;12.14;42.66;19.58;6.707;34.31;30.52
2020-05-22;14.02;23.71;18.832;3.425;17.77;9.69
2020-05-23;-0.94;16.72;10.265;5.528;23.67;17.66
2020-05-24;-74.97;16.31;-26.131;31.211;97.26;91.28
2020-05-25;7.59;38.32;18.63;7.78;44.74;30.73
2020-05-26;19.75;50.15;27.425;8.874;50.57;30.4
2020-05-27;19.65;31.94;22.897;2.745;18.35;12.29
2020-05-28;15.48;27.16;20.412;3.973;21.35;11.68
2020-05-29;16.15;37.2;22.692;4.853;29.5;21.05
2020-05-30;2.17;18.28;12.537;5.132;19.59;16.11
2020-05-31;-45.05;13.38;1.661;15.098;60.22;58.43
2020-06-01;-48.17;23.37;6.07;15.801;81.55;71.54
2020-06-02;14.65;60.75;28.341;13.75;75.7;46.1
2020-06-03;20.24;51.41;28.84;7.189;46.33;31.17
2020-06-04;18.04;43.97;26.552;5.76;26.86;25.93
2020-06-05;15.61;37.07;24.3;5.719;30.23;21.46
2020-06-06;-4.9;23.91;6.685;9.288;36.34;28.81
2020-06-07;10.64;32.33;17.643;6.606;29.17;21.69
2020-06-08;21.25;41.92;31.369;6.066;31.49;20.67
2020-06-09;23.48;52.31;36.677;8.796;47.63;28.83
2020-06-10;21.49;42.15;31.365;5.794;25.33;20.66
2020-06-11;18.96;30.65;24.063;3.784;22.59;11.69
2020-06-12;15.2;27.51;20.722;3.835;23.13;12.31
2020-06-13;15.84;25.96;19.844;2.932;12.15;10.12
2020-06-14;13.82;27.91;18.507;4.223;21.54;14.09
2020-06-15;17.4;43.52;31.053;7.303;32.23;26.12
2020-06-16;24.34;45.9;34.12;6.299;34.8;21.56
2020-06-17;26.53;56.52;37.235;7.66;45.43;29.99
2020-06-18;22.82;36.99;31.803;4.968;20.52;14.17
2020-06-19;22.2;37.8;29.853;4.951;26.62;15.6
2020-06-20;15.27;34.94;24.085;5.59;23.8;19.67
2020-06-21;8.26;32.93;19.5;7.951;32.63;24.67
2020-06-22;20.61;38.58;29.58;6.207;31.98;17.97
2020-06-23;24.4;48.65;32.742;6.305;33.87;24.25
2020-06-24;26.76;47.11;35.57;5.397;29.34;20.35
2020-06-25;25.43;44.13;34.45;5.818;30.92;18.7
2020-06-26;25.59;46.8;34.803;5.685;29.36;21.21
2020-06-27;17.52;35.92;26.831;4.733;18.54;18.4
2020-06-28;0.08;36.0;17.107;10.583;41.47;35.92
2020-06-29;17.4;40.45;27.481;7.58;38.15;23.05
2020-06-30;-0.08;36.1;18.354;12.932;52.84;36.18
2020-07-01;23.92;43.29;32.385;6.775;36.14;19.37
2020-07-02;27.2;52.65;38.914;6.928;39.95;25.45
2020-07-03;24.22;49.95;34.931;6.57;34.65;25.73
2020-07-04;-4.71;28.03;15.403;11.044;40.66;32.74
2020-07-05;-64.99;30.24;-15.337;30.316;96.69;95.23
2020-07-06;-3.05;35.94;14.282;14.441;64.18;38.99
2020-07-07;24.36;40.84;31.902;5.768;27.03;16.48
2020-07-08;29.55;55.0;41.214;7.345;32.73;25.45
2020-07-09;30.21;51.96;42.423;6.286;34.23;21.75
2020-07-10;29.17;42.94;36.619;4.36;24.44;13.77
2020-07-11;22.42;37.73;28.601;4.656;18.55;15.31
2020-07-12;14.76;37.74;24.772;7.73;26.54;22.98
2020-07-13;25.07;45.56;34.175;6.13;29.0;20.49
2020-07-14;27.45;46.08;36.763;5.502;26.17;18.63
2020-07-15;28.73;57.38;41.71;7.365;44.65;28.65
2020-07-16;28.97;58.7;44.446;9.21;43.92;29.73
2020-07-17;28.68;44.86;37.577;4.713;24.39;16.18
2020-07-18;23.09;39.45;29.013;5.732;17.92;16.36
2020-07-19;19.46;40.42;27.78;5.997;21.48;20.96
2020-07-20;25.11;43.9;32.962;6.569;32.0;18.79
2020-07-21;22.46;42.74;31.713;6.546;32.54;20.28
2020-07-22;26.05;45.74;34.352;6.242;32.12;19.69
2020-07-23;27.9;45.89;35.691;5.782;34.23;17.99
2020-07-24;22.94;40.02;31.155;6.227;30.87;17.08
2020-07-25;17.87;34.63;25.52;4.958;16.47;16.76
2020-07-26;-44.97;36.97;12.607;18.485;89.17;81.94
2020-07-27;22.62;39.36;32.532;5.281;23.99;16.74
2020-07-28;0.04;36.94;22.966;10.3;53.94;36.9
2020-07-29;0.07;39.38;20.749;13.258;49.81;39.31
2020-07-30;25.55;60.02;35.619;9.746;48.89;34.47
2020-07-31;29.49;54.4;38.509;7.133;39.51;24.91
2020-08-01;23.11;38.78;28.31;5.96;20.68;15.67
2020-08-02;23.86;38.43;28.19;4.063;17.49;14.57
2020-08-03;25.06;45.45;36.719;6.497;25.86;20.39
2020-08-04;23.66;49.67;36.394;7.115;33.37;26.01
2020-08-05;19.5;43.4;29.605;7.791;34.0;23.9
2020-08-06;23.02;53.96;33.28;8.736;43.09;30.94
2020-08-07;27.48;50.11;35.979;6.251;31.91;22.63
2020-08-08;24.02;41.2;32.039;5.098;23.38;17.18
2020-08-09;23.41;40.24;28.534;5.388;19.26;16.83
2020-08-10;26.1;52.74;36.979;7.072;39.67;26.64
2020-08-11;28.02;46.49;36.298;4.939;30.01;18.47
2020-08-12;24.34;56.4;35.865;8.13;40.67;32.06
2020-08-13;28.08;53.39;38.586;6.855;31.62;25.31
2020-08-14;30.07;53.28;40.826;7.481;32.78;23.21
2020-08-15;26.07;39.93;31.861;4.223;19.26;13.86
2020-08-16;19.66;40.21;28.685;6.141;23.26;20.55
2020-08-17;27.75;61.47;40.363;8.914;40.38;33.72
2020-08-18;29.92;58.05;42.393;8.669;48.79;28.13
2020-08-19;30.25;53.58;38.228;6.249;36.98;23.33
2020-08-20;25.01;63.37;38.107;9.446;45.15;38.36
2020-08-21;20.97;41.83;31.809;6.805;34.58;20.86
2020-08-22;4.25;35.07;23.829;8.291;40.51;30.82
2020-08-23;-16.18;38.87;16.326;15.572;65.4;55.05
2020-08-24;25.5;70.16;44.721;12.835;58.33;44.66
2020-08-25;20.07;53.66;38.462;6.758;27.77;33.59
2020-08-26;-3.82;37.81;17.89;13.469;71.48;41.63
2020-08-27;19.6;90.0;46.307;19.422;83.91;70.4
2020-08-28;29.17;52.11;40.701;6.793;36.65;22.94
2020-08-29;28.31;46.91;35.641;5.879;26.9;18.6
2020-08-30;29.23;43.13;33.82;4.251;16.34;13.9
2020-08-31;27.92;79.06;54.037;16.295;65.45;51.14
2020-09-01;34.91;67.02;49.809;9.922;50.37;32.11
2020-09-02;34.72;71.11;49.821;10.856;61.71;36.39
2020-09-03;26.49;58.52;40.536;8.845;44.75;32.03
2020-09-04;25.71;51.67;38.324;9.088;46.96;25.96
2020-09-05;15.3;46.84;33.414;6.994;45.93;31.54
2020-09-06;29.39;49.44;34.835;6.215;25.15;20.05
2020-09-07;30.53;65.05;43.54;10.924;60.49;34.52
2020-09-08;25.15;68.37;37.598;12.439;59.92;43.22
2020-09-09;29.07;49.34;36.629;8.074;39.3;20.27
2020-09-10;28.97;78.01;47.338;13.76;65.93;49.04
2020-09-11;34.05;69.45;47.814;10.458;64.68;35.4
2020-09-12;-0.45;49.98;31.872;15.035;57.52;50.43
2020-09-13;-58.8;50.92;20.189;29.28;112.98;109.72
2020-09-14;32.32;120.62;53.113;21.438;112.18;88.3
2020-09-15;37.77;189.25;70.198;37.235;185.88;151.48
2020-09-16;36.96;86.53;53.413;12.774;69.88;49.57
2020-09-17;34.11;79.84;46.402;12.38;69.29;45.73
2020-09-18;34.2;58.11;42.127;8.161;46.8;23.91
2020-09-19;30.72;51.05;36.537;6.361;30.81;20.33
2020-09-20;31.02;51.91;37.515;6.253;24.92;20.89
2020-09-21;35.46;200.04;61.095;34.551;208.66;164.58
2020-09-22;40.55;86.4;53.313;12.819;76.41;45.85
2020-09-23;32.45;60.8;46.428;7.517;45.03;28.35
2020-09-24;19.08;67.57;38.184;11.705;70.11;48.49
2020-09-25;27.2;56.48;41.372;9.117;47.95;29.28
2020-09-26;25.94;45.49;33.131;5.417;32.85;19.55
2020-09-27;0.75;51.95;30.026;13.143;62.93;51.2
2020-09-28;28.6;80.03;47.26;12.502;64.74;51.43
2020-09-29;34.79;128.31;58.618;20.54;125.93;93.52
2020-09-30;35.02;72.8;50.253;10.498;62.48;37.78
2020-10-01;29.75;55.05;41.016;8.336;45.56;25.3
2020-10-02;0.11;54.28;35.677;12.489;33.89;54.17
2020-10-03;-5.73;48.92;16.455;16.645;80.99;54.65
2020-10-04;-54.97;46.61;7.105;26.312;102.54;101.58
2020-10-05;6.0;53.96;32.092;13.809;62.72;47.96
2020-10-06;10.74;49.35;34.451;9.71;55.4;38.61
2020-10-07;18.58;51.54;36.623;9.288;44.9;32.96
2020-10-08;10.9;50.75;29.832;9.215;35.47;39.85
2020-10-09;10.86;62.44;39.971;11.64;65.11;51.58
2020-10-10;25.18;42.23;31.232;4.448;29.83;17.05
2020-10-11;25.49;49.08;32.184;6.549;34.23;23.59
2020-10-12;28.72;78.68;46.902;13.05;66.36;49.96
2020-10-13;30.26;70.37;45.231;11.153;55.95;40.11
2020-10-14;27.81;49.69;35.672;5.648;33.47;21.88
2020-10-15;27.35;55.69;40.936;8.391;32.63;28.34
2020-10-16;33.02;67.85;46.936;9.521;50.06;34.83
2020-10-17;31.5;50.46;40.757;5.028;27.46;18.96
2020-10-18;20.08;49.58;30.556;8.633;34.05;29.5
2020-10-19;30.53;70.3;44.638;10.657;52.75;39.77
2020-10-20;24.8;49.02;35.224;7.685;46.54;24.22
2020-10-21;13.15;52.95;32.615;9.919;39.8;39.8
2020-10-22;1.09;53.26;32.392;15.453;73.39;52.17
2020-10-23;30.03;59.9;44.781;9.568;42.03;29.87
2020-10-24;13.1;41.57;30.582;7.147;37.77;28.47
2020-10-25;-7.98;44.98;13.379;17.35;65.63;52.96
2020-10-26;18.8;50.22;38.265;11.355;38.71;31.42
2020-10-27;7.61;47.52;34.606;9.155;34.48;39.91
2020-10-28;0.1;45.84;29.942;14.719;60.27;45.74
2020-10-29;5.92;50.1;32.647;12.408;66.48;44.18
2020-10-30;5.43;44.89;30.192;11.779;46.82;39.46
2020-10-31;22.74;38.74;31.021;4.298;27.02;16.0
2020-11-01;6.56;26.85;16.947;7.157;42.0;20.29
2020-11-02;-10.48;39.19;23.396;15.641;56.5;49.67
2020-11-03;19.59;47.53;35.741;8.506;37.34;27.94
2020-11-04;26.85;60.12;40.012;9.28;45.14;33.27
2020-11-05;30.02;52.4;38.659;6.782;36.1;22.38
2020-11-06;30.05;52.0;40.541;6.96;34.67;21.95
2020-11-07;28.7;52.11;36.228;6.758;28.52;23.41
2020-11-08;31.21;48.62;36.655;5.604;21.07;17.41
2020-11-09;31.0;71.92;44.88;10.12;44.85;40.92
2020-11-10;32.0;79.72;48.15;11.939;52.07;47.72
2020-11-11;33.73;64.32;45.059;8.012;39.09;30.59
2020-11-12;29.18;52.72;40.961;6.847;32.33;23.54
2020-11-13;29.38;50.05;40.73;6.983;30.87;20.67
2020-11-14;21.55;44.57;36.483;5.871;19.04;23.02
2020-11-15;-0.57;21.49;7.304;7.149;35.07;22.06
2020-11-16;-5.29;50.99;28.49;18.699;70.32;56.28
2020-11-17;25.27;50.0;38.889;6.978;32.19;24.73
2020-11-18;0.49;48.39;36.355;10.601;32.98;47.9
2020-11-19;0.01;43.42;26.386;15.231;60.4;43.41
2020-11-20;32.47;58.68;43.26;8.185;36.06;26.21
2020-11-21;20.35;41.01;30.295;5.134;24.0;20.66
2020-11-22;4.44;48.12;29.97;11.222;61.18;43.68
2020-11-23;31.57;60.49;43.625;9.403;49.38;28.92
2020-11-24;32.55;55.92;42.027;7.099;35.97;23.37
2020-11-25;33.26;61.54;46.872;8.95;31.95;28.28
2020-11-26;36.51;110.13;56.547;17.146;84.39;73.62
2020-11-27;40.37;106.35;64.727;18.135;91.31;65.98
2020-11-28;39.65;56.14;46.883;4.413;20.55;16.49
2020-11-29;35.97;58.97;45.279;6.995;25.65;23.0
2020-11-30;32.92;77.18;52.22;11.46;47.35;44.26
2020-12-01;32.04;77.98;53.71;13.552;52.17;45.94
2020-12-02;43.42;110.56;73.989;24.456;92.28;67.14
2020-12-03;27.5;66.01;48.001;11.599;30.65;38.51
2020-12-04;24.6;64.36;41.779;11.076;50.75;39.76
2020-12-05;35.82;58.0;46.393;8.013;30.18;22.18
2020-12-06;33.59;54.93;42.748;7.577;34.63;21.34
2020-12-07;29.44;62.17;44.732;11.075;57.46;32.73
2020-12-08;37.15;81.07;61.078;15.794;47.52;43.92
2020-12-09;36.08;114.0;75.027;30.531;81.03;77.92
2020-12-10;35.88;105.41;69.389;25.138;87.51;69.53
2020-12-11;33.65;57.1;45.798;8.971;29.55;23.45
2020-12-12;35.25;57.92;45.72;7.703;29.62;22.67
2020-12-13;35.09;53.0;43.173;5.788;26.92;17.91
2020-12-14;25.18;60.0;42.995;9.739;39.43;34.82
2020-12-15;34.0;68.8;50.403;10.129;37.43;34.8
2020-12-16;33.28;66.66;50.056;9.244;32.13;33.38
2020-12-17;33.51;63.97;44.583;8.284;44.01;30.46
2020-12-18;30.46;57.24;42.51;6.725;34.51;26.78
2020-12-19;22.97;44.43;32.518;4.928;37.04;21.46
2020-12-20;29.73;52.14;40.004;7.13;37.88;22.41
2020-12-21;0.03;55.5;38.784;14.782;26.05;55.47
2020-12-22;-9.8;55.91;27.69;21.901;73.35;65.71
2020-12-23;25.85;56.0;43.895;9.132;27.78;30.15
2020-12-24;-0.04;38.8;24.328;14.528;51.6;38.84
2020-12-25;12.57;51.73;34.925;14.463;47.49;39.16
2020-12-26;-10.08;39.8;19.15;11.031;18.33;49.88
2020-12-27;-33.58;10.11;-13.453;13.536;75.89;43.69
2020-12-28;2.75;56.98;39.212;19.185;57.87;54.23
2020-12-29;29.18;55.39;46.209;8.541;28.57;26.21
2020-12-30;32.01;60.0;47.065;9.244;40.59;27.99
2020-12-31;29.24;61.34;46.701;10.401;38.72;32.1
2021-01-01;39.63;60.61;48.398;6.68;27.03;20.98
2021-01-02;37.55;63.08;50.562;7.71;30.79;25.53
2021-01-03;27.39;52.56;38.622;6.004;34.13;25.17
2021-01-04;24.65;66.82;48.018;14.268;49.21;42.17
2021-01-05;37.54;67.14;55.337;10.455;32.61;29.6
2021-01-06;42.15;61.92;52.683;7.071;31.33;19.77
2021-01-07;46.72;100.0;70.927;17.6;64.6;53.28
2021-01-08;45.61;110.45;78.336;24.998;80.26;64.84
2021-01-09;49.1;71.99;59.319;7.43;33.87;22.89
2021-01-10;37.24;63.41;52.165;5.774;29.4;26.17
2021-01-11;27.39;70.59;48.152;9.842;43.18;43.2
2021-01-12;15.82;64.6;46.1;15.455;62.55;48.78
2021-01-13;30.84;56.14;42.472;7.275;41.32;25.3
2021-01-14;37.78;100.67;70.926;20.854;73.98;62.89
2021-01-15;46.6;99.5;72.891;18.319;74.18;52.9
2021-01-16;48.52;66.4;55.845;5.963;36.36;17.88
2021-01-17;45.42;72.0;53.999;7.685;37.25;26.58
2021-01-18;37.83;78.92;55.954;10.973;39.43;41.09
2021-01-19;29.98;55.15;44.954;8.373;25.8;25.17
2021-01-20;25.13;57.52;36.282;7.908;38.21;32.39
2021-01-21;0.02;45.63;30.075;13.125;49.83;45.61
2021-01-22;9.1;66.77;42.529;18.12;68.0;57.67
2021-01-23;38.91;66.13;51.721;7.724;36.16;27.22
2021-01-24;39.78;65.0;49.168;7.86;35.79;25.22
2021-01-25;42.2;79.67;60.837;12.232;43.25;37.47
2021-01-26;44.69;73.95;61.374;10.247;42.51;29.26
2021-01-27;42.04;70.48;57.991;9.787;30.42;28.44
2021-01-28;42.4;68.39;55.308;8.319;34.32;25.99
2021-01-29;37.61;60.79;49.685;7.809;36.04;23.18
2021-01-30;34.86;61.65;48.477;8.49;36.63;26.79
2021-01-31;38.61;64.46;48.234;7.732;31.13;25.85
2021-02-01;36.48;81.58;57.473;12.291;48.11;45.1
2021-02-02;40.62;78.13;54.618;9.922;46.26;37.51
2021-02-03;29.99;56.97;44.526;9.104;40.27;26.98
2021-02-04;31.99;71.5;52.041;11.928;44.5;39.51
2021-02-05;40.52;62.02;51.387;6.902;32.13;21.5
2021-02-06;11.94;43.95;36.382;7.014;21.63;32.01
2021-02-07;-3.84;43.44;19.377;17.908;77.19;47.28
2021-02-08;0.09;64.32;43.518;20.625;84.29;64.23
2021-02-09;46.05;80.85;64.322;13.07;48.17;34.8
2021-02-10;47.5;109.86;72.208;18.789;87.43;62.36
2021-02-11;50.02;136.71;79.297;26.974;151.01;86.69
2021-02-12;47.77;80.81;62.134;11.568;56.13;33.04
2021-02-13;44.68;72.96;53.216;8.427;45.75;28.28
2021-02-14;41.5;62.2;45.889;5.02;26.34;20.7
2021-02-15;31.29;68.05;50.746;10.239;53.86;36.76
2021-02-16;42.22;68.85;52.434;8.675;43.58;26.63
2021-02-17;37.4;71.27;49.665;9.421;51.12;33.87
2021-02-18;36.41;61.9;45.4;7.265;35.56;25.49
2021-02-19;36.03;62.53;47.712;8.659;44.38;26.5
2021-02-20;20.36;44.91;34.047;5.804;35.66;24.55
2021-02-21;12.18;58.06;32.922;13.559;64.31;45.88
2021-02-22;37.22;72.9;49.904;10.038;51.08;35.68
2021-02-23;35.22;59.45;45.584;8.237;42.14;24.23
2021-02-24;15.79;60.93;38.133;12.908;67.55;45.14
2021-02-25;33.3;65.73;46.163;9.347;46.74;32.43
2021-02-26;39.0;60.85;47.631;7.307;39.62;21.85
2021-02-27;36.38;58.95;44.935;6.955;39.18;22.57
2021-02-28;26.03;59.28;42.072;8.333;37.62;33.25
2021-03-01;40.03;68.49;49.765;9.643;54.08;28.46
2021-03-02;42.1;79.31;53.499;11.362;67.01;37.21
2021-03-03;42.76;70.0;51.911;9.058;50.47;27.24
2021-03-04;43.39;66.14;54.075;7.028;37.76;22.75
2021-03-05;42.03;67.97;53.603;8.417;47.07;25.94
2021-03-06;36.9;58.87;44.706;6.104;30.62;21.97
2021-03-07;37.52;60.91;44.825;6.797;29.72;23.39
2021-03-08;43.02;103.71;61.607;16.432;93.2;60.69
2021-03-09;43.09;93.3;60.916;13.689;75.43;50.21
2021-03-10;24.12;69.9;50.822;9.423;35.64;45.78
2021-03-11;0.0;55.93;27.431;15.798;71.67;55.93
2021-03-12;-5.09;52.84;22.286;17.327;101.52;57.93
2021-03-13;-8.74;42.63;11.928;13.93;73.36;51.37
2021-03-14;-4.92;57.28;15.753;20.422;86.31;62.2
2021-03-15;33.26;67.82;49.276;10.379;59.93;34.56
2021-03-16;43.08;77.71;56.011;9.563;55.48;34.63
2021-03-17;44.4;85.0;57.645;10.579;56.71;40.6
2021-03-18;47.03;98.71;64.858;13.3;69.68;51.68
2021-03-19;43.16;72.99;56.452;9.821;60.77;29.83
2021-03-20;40.98;68.09;51.344;6.641;34.44;27.11
2021-03-21;13.8;64.82;35.418;14.016;70.66;51.02
2021-03-22;47.01;90.47;60.477;11.663;67.35;43.46
2021-03-23;50.61;83.49;62.334;8.677;56.31;32.88
2021-03-24;43.95;84.0;55.54;11.574;63.36;40.05
2021-03-25;46.07;85.43;58.853;11.271;66.33;39.36
2021-03-26;34.73;69.01;51.371;9.912;57.79;34.28
2021-03-27;-49.9;66.1;24.695;30.786;124.26;116.0
2021-03-28;-49.99;48.34;18.252;31.348;101.37;98.33
2021-03-29;17.13;70.86;40.805;19.493;99.76;53.73
2021-03-30;39.78;78.22;55.726;12.822;70.8;38.44
2021-03-31;43.09;96.8;58.722;13.255;81.77;53.71
2021-04-01;36.26;70.97;52.289;9.979;56.95;34.71
2021-04-02;-20.95;60.67;36.499;24.093;88.66;81.62
2021-04-03;9.75;59.23;39.561;12.122;59.52;49.48
2021-04-04;0.1;47.46;27.69;16.42;51.94;47.36
2021-04-05;-52.73;27.87;-16.997;23.92;122.71;80.6
2021-04-06;9.9;71.44;35.378;20.674;118.86;61.54
2021-04-07;37.82;84.5;50.323;12.346;63.47;46.68
2021-04-08;39.54;99.26;57.58;14.284;90.12;59.72
2021-04-09;37.97;84.9;53.921;14.427;65.0;46.93
2021-04-10;49.61;69.24;58.805;6.56;38.54;19.63
2021-04-11;41.29;67.24;48.688;8.279;39.75;25.95
2021-04-12;46.34;100.0;62.723;15.003;85.1;53.66
2021-04-13;41.58;88.32;57.516;13.899;89.01;46.74
2021-04-14;50.1;125.0;69.493;21.566;125.26;74.9
2021-04-15;49.1;118.0;66.975;17.096;93.35;68.9
2021-04-16;51.35;96.1;63.045;11.813;70.72;44.75
2021-04-17;49.35;78.47;61.196;8.907;51.32;29.12
2021-04-18;48.97;80.93;62.629;8.875;39.29;31.96
2021-04-19;56.09;117.18;75.668;18.04;101.96;61.09
2021-04-20;57.02;110.41;75.768;16.564;92.59;53.39
2021-04-21;33.38;87.61;59.875;13.663;77.21;54.23
2021-04-22;0.06;84.42;45.902;25.157;122.63;84.36
2021-04-23;38.73;83.73;61.735;13.862;72.59;45.0
2021-04-24;19.51;73.43;52.911;14.735;60.14;53.92
2021-04-25;-6.94;67.88;37.478;23.785;74.98;74.82
2021-04-26;48.34;83.85;61.923;12.877;66.8;35.51
2021-04-27;45.79;82.94;59.513;12.889;67.7;37.15
2021-04-28;49.45;85.57;61.72;11.076;62.9;36.12
2021-04-29;45.0;85.08;59.441;11.561;64.21;40.08
2021-04-30;55.77;84.93;69.145;9.295;53.26;29.16
2021-05-01;45.53;69.29;56.685;6.291;28.43;23.76
2021-05-02;0.01;67.11;43.81;18.867;73.14;67.1
2021-05-03;49.79;87.93;62.426;13.315;76.05;38.14
2021-05-04;0.1;50.59;30.26;18.741;100.15;50.49
2021-05-05;-36.71;68.19;31.807;31.698;146.75;104.9
2021-05-06;47.59;92.73;64.966;13.777;72.37;45.14
2021-05-07;52.22;101.5;71.298;12.742;74.6;49.28
2021-05-08;14.56;69.95;50.739;15.577;62.23;55.39
2021-05-09;-66.18;60.75;3.624;35.383;128.93;126.93
2021-05-10;28.03;90.12;57.456;17.41;94.03;62.09
2021-05-11;56.67;93.37;72.172;9.928;58.83;36.7
2021-05-12;54.81;86.12;68.745;9.576;52.28;31.31
2021-05-13;48.0;79.96;62.735;9.012;40.99;31.96
2021-05-14;60.0;87.02;71.802;8.793;49.71;27.02
2021-05-15;45.05;75.65;60.201;9.092;36.48;30.6
2021-05-16;1.0;84.89;39.869;25.305;98.28;83.89
2021-05-17;52.76;101.51;73.704;14.133;78.12;48.75
2021-05-18;56.68;90.07;74.179;11.66;63.18;33.39
2021-05-19;62.08;101.82;77.712;12.241;69.0;39.74
2021-05-20;54.07;94.9;69.99;12.657;69.44;40.83
2021-05-21;-9.47;66.22;31.339;24.64;132.53;75.69
2021-05-22;-69.0;48.8;-7.039;36.564;118.65;117.8
2021-05-23;-25.0;80.34;21.145;32.018;120.16;105.34
2021-05-24;-0.03;76.23;31.645;24.935;100.29;76.26
2021-05-25;40.3;84.65;59.78;14.978;81.39;44.35
2021-05-26;51.08;84.59;65.606;11.52;61.79;33.51
2021-05-27;52.71;88.87;71.768;12.087;71.21;36.16
2021-05-28;58.34;93.01;73.602;10.486;56.75;34.67
2021-05-29;15.01;72.02;56.488;17.182;59.59;57.01
2021-05-30;-16.86;79.29;37.848;28.899;96.17;96.15
2021-05-31;53.94;86.73;67.457;12.246;64.41;32.79
2021-06-01;55.4;87.1;68.254;11.64;62.17;31.7
2021-06-02;53.83;83.34;66.685;10.465;52.04;29.51
2021-06-03;50.44;82.03;61.964;10.97;43.53;31.59
2021-06-04;59.0;85.9;71.797;8.727;46.0;26.9
2021-06-05;52.4;76.01;62.558;7.835;39.45;23.61
2021-06-06;47.61;80.1;59.438;8.993;39.43;32.49
2021-06-07;59.97;90.0;77.338;10.051;44.41;30.03
2021-06-08;61.97;99.32;76.92;11.004;66.14;37.35
2021-06-09;64.0;98.51;76.736;10.248;55.77;34.51
2021-06-10;65.2;97.19;78.833;10.197;67.23;31.99
2021-06-11;64.87;97.69;78.095;9.748;58.62;32.82
2021-06-12;-26.2;78.56;39.176;31.255;92.78;104.76
2021-06-13;-36.72;87.03;19.401;36.837;128.97;123.75
2021-06-14;50.8;102.28;74.222;16.422;87.94;51.48
2021-06-15;68.03;100.0;82.606;10.893;56.88;31.97
2021-06-16;66.76;118.05;85.004;14.444;77.55;51.29
2021-06-17;58.35;112.23;77.512;16.343;90.21;53.88
2021-06-18;64.78;100.02;80.12;12.24;68.75;35.24
2021-06-19;49.37;92.75;70.098;12.404;53.26;43.38
2021-06-20;23.72;88.13;58.433;18.922;69.32;64.41
2021-06-21;58.62;94.07;77.633;11.979;60.11;35.45
2021-06-22;64.84;100.46;84.589;11.467;51.55;35.62
2021-06-23;70.09;139.72;92.845;19.366;109.96;69.63
2021-06-24;73.31;129.54;94.827;15.922;91.08;56.23
2021-06-25;75.44;109.08;89.726;11.098;62.16;33.64
2021-06-26;64.87;95.95;79.875;9.419;40.91;31.08
2021-06-27;21.73;95.0;64.962;20.318;73.62;73.27
2021-06-28;68.92;123.96;88.73;14.34;81.82;55.04
2021-06-29;73.45;111.03;91.648;10.645;52.59;37.58
2021-06-30;74.03;108.0;92.376;10.871;48.14;33.97
2021-07-01;71.24;103.77;89.39;10.145;47.58;32.53
2021-07-02;82.18;122.5;96.584;11.653;67.95;40.32
2021-07-03;65.0;107.43;83.604;13.734;51.41;42.43
2021-07-04;69.07;104.92;82.964;11.086;43.33;35.85
2021-07-05;71.54;118.0;93.845;13.854;68.22;46.46
2021-07-06;58.51;103.97;80.676;14.878;74.58;45.46
2021-07-07;75.06;133.48;99.106;16.465;70.39;58.42
2021-07-08;79.49;150.0;109.042;20.247;89.4;70.51
2021-07-09;75.15;107.97;91.423;10.248;49.59;32.82
2021-07-10;65.81;100.05;80.45;10.986;43.73;34.24
2021-07-11;64.0;103.63;77.74;12.483;45.17;39.63
2021-07-12;72.92;120.49;93.451;13.144;67.11;47.57
2021-07-13;76.95;109.88;95.015;9.476;47.81;32.93
2021-07-14;71.18;111.11;87.389;12.583;61.59;39.93
2021-07-15;75.72;105.0;89.736;9.98;50.13;29.28
2021-07-16;70.28;101.87;84.965;10.788;56.71;31.59
2021-07-17;16.92;81.06;61.69;16.582;82.84;64.14
2021-07-18;-5.0;94.19;45.782;29.042;109.19;99.19
2021-07-19;64.4;115.2;89.21;15.549;77.9;50.8
2021-07-20;75.87;114.85;91.694;13.07;74.3;38.98
2021-07-21;75.93;113.59;89.985;13.425;70.16;37.66
2021-07-22;74.0;105.25;87.562;11.055;62.13;31.25
2021-07-23;74.51;106.91;88.801;10.858;65.4;32.4
2021-07-24;63.1;90.21;75.764;7.763;36.05;27.11
2021-07-25;46.74;91.86;60.706;16.89;50.73;45.12
2021-07-26;69.07;109.0;88.503;12.385;59.96;39.93
2021-07-27;71.02;111.94;87.224;11.99;63.9;40.92
2021-07-28;54.6;111.86;79.422;15.296;82.26;57.26
2021-07-29;-8.86;95.98;46.097;34.91;130.64;104.84
2021-07-30;40.27;116.17;64.806;21.001;109.83;75.9
2021-07-31;-20.06;70.91;29.823;30.548;98.17;90.97
2021-08-01;48.94;80.0;58.535;9.508;44.19;31.06
2021-08-02;51.24;117.52;80.097;20.11;100.81;66.28
2021-08-03;75.01;130.0;96.51;15.781;89.09;54.99
2021-08-04;76.65;128.94;98.169;15.186;86.42;52.29
